ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
confirm_o-990012,2023-04-07 10:03:35+00:00,confirm order,Christine von Dobbert,Sales,,,employees
pick_i-880027,2023-04-07 10:42:42+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880038,2023-04-07 10:47:05+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880033,2023-04-07 14:03:44+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880055,2023-04-07 14:08:07+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880064,2023-04-07 14:13:13+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880043,2023-04-07 14:35:22+00:00,pick item,Nina Graves,Warehousing,,,employees
out_of_stock_i-880046,2023-04-07 15:14:43+00:00,item out of stock,Mahsa Bafrani,Warehousing,,,employees
pick_i-880061,2023-04-07 15:17:32+00:00,pick item,Nina Graves,Warehousing,,,employees
confirm_o-990013,2023-04-07 15:19:53+00:00,confirm order,Wil van der Aalst,Sales,,,employees
pick_i-880040,2023-04-07 15:40:24+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880044,2023-04-07 16:02:42+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880056,2023-04-07 16:03:27+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
reorder_i-880018,2023-04-07 16:10:47+00:00,reorder item,Benedikt Knopp,Warehousing,,,employees
pick_i-880010,2023-04-07 16:44:23+00:00,pick item,Nina Graves,Warehousing,,,employees
reorder_i-880046,2023-04-07 17:36:22+00:00,reorder item,Marco Pegoraro,Warehousing,,,employees
create_p-660001,2023-04-08 01:00:00+00:00,create package,Detlef Wetzeler,Warehousing,,,employees
pick_i-880048,2023-04-10 08:44:22+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880062,2023-04-10 09:00:46+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880070,2023-04-10 09:00:57+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
send_p-660001,2023-04-10 10:40:42+00:00,send package,Viki Peeva,Shipment,,,employees
send_p-660001,2023-04-10 10:40:42+00:00,send package,Detlef Wetzeler,Warehousing,,,employees
out_of_stock_i-880050,2023-04-10 11:03:45+00:00,item out of stock,Benedikt Knopp,Warehousing,,,employees
reorder_i-880036,2023-04-10 11:14:54+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880075,2023-04-10 11:53:35+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880051,2023-04-10 12:05:48+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880063,2023-04-10 14:39:52+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880057,2023-04-10 15:32:44+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880067,2023-04-10 15:54:41+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880037,2023-04-10 16:28:45+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880068,2023-04-10 17:20:00+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880073,2023-04-10 17:22:32+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
confirm_o-990014,2023-04-10 17:36:39+00:00,confirm order,Istvan Koren,Sales,,,employees
confirm_o-990017,2023-04-10 19:28:12+00:00,confirm order,Mara Nitschke,Sales,,,employees
confirm_o-990011,2023-04-10 21:55:54+00:00,confirm order,Mara Nitschke,Sales,,,employees
pick_i-880085,2023-04-11 08:46:06+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
confirm_o-990018,2023-04-11 09:03:16+00:00,confirm order,Wil van der Aalst,Sales,,,employees
out_of_stock_i-880081,2023-04-11 09:19:29+00:00,item out of stock,Benedikt Knopp,Warehousing,,,employees
confirm_o-990016,2023-04-11 09:30:24+00:00,confirm order,Wil van der Aalst,Sales,,,employees
pick_i-880060,2023-04-11 09:48:03+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
reorder_i-880007,2023-04-11 09:52:59+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880076,2023-04-11 10:09:38+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
out_of_stock_i-880084,2023-04-11 10:26:08+00:00,item out of stock,Leah Tacke genannt Unterberg,Warehousing,,,employees
reorder_i-880050,2023-04-11 10:30:52+00:00,reorder item,Nina Graves,Warehousing,,,employees
out_of_stock_i-880065,2023-04-11 10:32:58+00:00,item out of stock,Benedikt Knopp,Warehousing,,,employees
confirm_o-990015,2023-04-11 10:47:20+00:00,confirm order,Christine von Dobbert,Sales,,,employees
deliver_p-660001,2023-04-11 11:03:27+00:00,package delivered,Viki Peeva,Shipment,,,employees
out_of_stock_i-880078,2023-04-11 12:07:07+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
reorder_i-880084,2023-04-11 12:07:20+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880028,2023-04-11 12:49:45+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880069,2023-04-11 13:45:01+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
out_of_stock_i-880074,2023-04-11 14:38:26+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
pick_i-880082,2023-04-11 15:00:56+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880072,2023-04-11 15:16:50+00:00,pick item,Nina Graves,Warehousing,,,employees
reorder_i-880074,2023-04-11 15:39:26+00:00,reorder item,Marco Pegoraro,Warehousing,,,employees
out_of_stock_i-880083,2023-04-11 15:49:13+00:00,item out of stock,Mahsa Bafrani,Warehousing,,,employees
pick_i-880053,2023-04-11 17:00:11+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880089,2023-04-11 17:13:11+00:00,pick item,Nina Graves,Warehousing,,,employees
reorder_i-880065,2023-04-11 17:13:18+00:00,reorder item,Nina Graves,Warehousing,,,employees
pick_i-880086,2023-04-11 17:33:43+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
confirm_o-990019,2023-04-12 08:55:57+00:00,confirm order,Wil van der Aalst,Sales,,,employees
out_of_stock_i-880066,2023-04-12 09:51:49+00:00,item out of stock,Detlef Wetzeler,Warehousing,,,employees
create_p-660002,2023-04-12 09:52:12+00:00,create package,Christopher Schwanen,Warehousing,,,employees
pick_i-880074,2023-04-12 09:52:12+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880071,2023-04-12 10:22:01+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
out_of_stock_i-880096,2023-04-12 10:44:57+00:00,item out of stock,Detlef Wetzeler,Warehousing,,,employees
pick_i-880035,2023-04-12 11:42:21+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
confirm_o-990021,2023-04-12 11:44:39+00:00,confirm order,Mara Nitschke,Sales,,,employees
pick_i-880065,2023-04-12 12:08:07+00:00,pick item,Nina Graves,Warehousing,,,employees
confirm_o-990020,2023-04-12 14:26:45+00:00,confirm order,Jan Niklas Adams,Sales,,,employees
pick_i-880091,2023-04-12 15:08:06+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880080,2023-04-12 15:16:47+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
create_p-660003,2023-04-12 15:59:22+00:00,create package,Benedikt Knopp,Warehousing,,,employees
pick_i-880016,2023-04-12 15:59:22+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880087,2023-04-12 16:10:55+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880052,2023-04-12 16:26:03+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
reorder_i-880081,2023-04-12 16:30:27+00:00,reorder item,Nina Graves,Warehousing,,,employees
send_p-660002,2023-04-12 16:34:48+00:00,send package,Eduardo Goulart Rocha,Shipment,,,employees
send_p-660002,2023-04-12 16:34:48+00:00,send package,Detlef Wetzeler,Warehousing,,,employees
pick_i-880097,2023-04-12 16:53:28+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880058,2023-04-12 17:39:55+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
reorder_i-880066,2023-04-12 17:45:31+00:00,reorder item,Mahsa Bafrani,Warehousing,,,employees
reorder_i-880078,2023-04-12 17:51:03+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
pick_i-880103,2023-04-12 21:18:09+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
create_p-660004,2023-04-13 01:00:00+00:00,create package,Marco Pegoraro,Warehousing,,,employees
send_p-660004,2023-04-13 08:05:53+00:00,send package,Majid Rafiei,Shipment,,,employees
send_p-660004,2023-04-13 08:05:53+00:00,send package,Yisong Zhang,Shipment,,,employees
deliver_p-660004,2023-04-13 08:08:48+00:00,package delivered,Majid Rafiei,Shipment,,,employees
pick_i-880092,2023-04-13 08:36:14+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880077,2023-04-13 09:11:47+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880095,2023-04-13 10:40:03+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
confirm_o-990022,2023-04-13 10:47:59+00:00,confirm order,Mara Nitschke,Sales,,,employees
confirm_o-990023,2023-04-13 11:26:39+00:00,confirm order,Christine von Dobbert,Sales,,,employees
pick_i-880106,2023-04-13 11:31:55+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
out_of_stock_i-880079,2023-04-13 11:56:42+00:00,item out of stock,Christopher Schwanen,Warehousing,,,employees
reorder_i-880096,2023-04-13 12:27:18+00:00,reorder item,Nina Graves,Warehousing,,,employees
send_p-660003,2023-04-13 12:50:06+00:00,send package,Alessandro Berti,Shipment,,,employees
send_p-660003,2023-04-13 12:50:06+00:00,send package,Nina Graves,Warehousing,,,employees
pick_i-880093,2023-04-13 13:22:27+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880094,2023-04-13 13:44:44+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
pick_i-880104,2023-04-13 14:18:36+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880109,2023-04-13 15:01:14+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
create_p-660005,2023-04-13 15:01:36+00:00,create package,Detlef Wetzeler,Warehousing,,,employees
pick_i-880108,2023-04-13 15:01:36+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
deliver_p-660002,2023-04-13 15:28:20+00:00,package delivered,Eduardo Goulart Rocha,Shipment,,,employees
send_p-660005,2023-04-13 15:57:03+00:00,send package,Yisong Zhang,Shipment,,,employees
send_p-660005,2023-04-13 15:57:03+00:00,send package,Leah Tacke genannt Unterberg,Warehousing,,,employees
confirm_o-990025,2023-04-13 16:07:55+00:00,confirm order,Christine von Dobbert,Sales,,,employees
pick_i-880078,2023-04-13 16:54:11+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
out_of_stock_i-880111,2023-04-13 17:19:43+00:00,item out of stock,Marco Pegoraro,Warehousing,,,employees
deliver_p-660003,2023-04-13 18:01:52+00:00,package delivered,Alessandro Berti,Shipment,,,employees
out_of_stock_i-880105,2023-04-13 18:29:56+00:00,item out of stock,Christopher Schwanen,Warehousing,,,employees
deliver_p-660005,2023-04-13 19:27:26+00:00,package delivered,Yisong Zhang,Shipment,,,employees
out_of_stock_i-880112,2023-04-13 21:03:34+00:00,item out of stock,Benedikt Knopp,Warehousing,,,employees
out_of_stock_i-880114,2023-04-14 09:07:37+00:00,item out of stock,Nina Graves,Warehousing,,,employees
reorder_i-880111,2023-04-14 09:31:06+00:00,reorder item,Marco Pegoraro,Warehousing,,,employees
pick_i-880100,2023-04-14 09:41:21+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880101,2023-04-14 09:42:55+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
reorder_i-880083,2023-04-14 10:06:38+00:00,reorder item,Marco Pegoraro,Warehousing,,,employees
pick_i-880113,2023-04-14 10:37:52+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
confirm_o-990026,2023-04-14 10:56:07+00:00,confirm order,Jan Niklas Adams,Sales,,,employees
confirm_o-990024,2023-04-14 11:13:33+00:00,confirm order,Christine von Dobbert,Sales,,,employees
pick_i-880107,2023-04-14 11:25:20+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
reorder_i-880079,2023-04-14 11:52:52+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880110,2023-04-14 12:44:27+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880088,2023-04-14 14:07:23+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880099,2023-04-14 15:28:30+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
create_p-660006,2023-04-14 16:52:44+00:00,create package,Detlef Wetzeler,Warehousing,,,employees
pick_i-880122,2023-04-14 16:52:44+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880121,2023-04-14 17:11:51+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880098,2023-04-14 17:15:27+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
reorder_i-880105,2023-04-14 19:45:54+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
reorder_i-880114,2023-04-17 08:32:33+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
pick_i-880090,2023-04-17 08:49:09+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
reorder_i-880112,2023-04-17 08:52:27+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
pick_i-880119,2023-04-17 09:05:56+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
confirm_o-990030,2023-04-17 09:09:39+00:00,confirm order,Mara Nitschke,Sales,,,employees
pick_i-880123,2023-04-17 09:20:27+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
create_p-660007,2023-04-17 09:58:42+00:00,create package,Nina Graves,Warehousing,,,employees
pick_i-880050,2023-04-17 09:58:42+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
confirm_o-990027,2023-04-17 10:00:16+00:00,confirm order,Istvan Koren,Sales,,,employees
confirm_o-990029,2023-04-17 10:35:32+00:00,confirm order,Wil van der Aalst,Sales,,,employees
send_p-660006,2023-04-17 10:38:41+00:00,send package,Majid Rafiei,Shipment,,,employees
send_p-660006,2023-04-17 10:38:41+00:00,send package,Benedikt Knopp,Warehousing,,,employees
pick_i-880134,2023-04-17 10:48:00+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880125,2023-04-17 11:23:46+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880132,2023-04-17 11:40:50+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
out_of_stock_i-880135,2023-04-17 13:51:22+00:00,item out of stock,Nina Graves,Warehousing,,,employees
out_of_stock_i-880102,2023-04-17 14:10:56+00:00,item out of stock,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880059,2023-04-17 15:08:19+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
create_p-660008,2023-04-17 15:15:22+00:00,create package,Nina Graves,Warehousing,,,employees
pick_i-880133,2023-04-17 15:15:22+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880083,2023-04-17 15:59:30+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
fail_p-660006_1,2023-04-17 16:13:05+00:00,failed delivery,Majid Rafiei,Shipment,,,employees
reorder_i-880135,2023-04-17 16:13:36+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
send_p-660007,2023-04-17 16:21:13+00:00,send package,Eduardo Goulart Rocha,Shipment,,,employees
send_p-660007,2023-04-17 16:21:13+00:00,send package,Detlef Wetzeler,Warehousing,,,employees
pick_i-880136,2023-04-17 16:48:24+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
out_of_stock_i-880116,2023-04-17 17:45:28+00:00,item out of stock,Mahsa Bafrani,Warehousing,,,employees
pick_i-880118,2023-04-17 18:06:18+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
confirm_o-990028,2023-04-17 19:14:29+00:00,confirm order,Istvan Koren,Sales,,,employees
create_p-660009,2023-04-18 01:00:00+00:00,create package,Mahsa Bafrani,Warehousing,,,employees
deliver_p-660007,2023-04-18 09:51:02+00:00,package delivered,Eduardo Goulart Rocha,Shipment,,,employees
send_p-660009,2023-04-18 10:44:34+00:00,send package,Majid Rafiei,Shipment,,,employees
send_p-660009,2023-04-18 10:44:34+00:00,send package,Mahsa Bafrani,Warehousing,,,employees
confirm_o-990033,2023-04-18 11:07:33+00:00,confirm order,Istvan Koren,Sales,,,employees
pick_i-880036,2023-04-18 11:24:18+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880066,2023-04-18 12:12:20+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880018,2023-04-18 14:25:52+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880139,2023-04-18 14:27:12+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880148,2023-04-18 14:51:54+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880143,2023-04-18 14:55:49+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
deliver_p-660006,2023-04-18 15:24:23+00:00,package delivered,Majid Rafiei,Shipment,,,employees
pick_i-880145,2023-04-18 15:39:04+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
reorder_i-880102,2023-04-18 15:39:58+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
pick_i-880105,2023-04-18 15:59:55+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
confirm_o-990031,2023-04-18 16:35:49+00:00,confirm order,Istvan Koren,Sales,,,employees
send_p-660008,2023-04-18 16:45:22+00:00,send package,Alessandro Berti,Shipment,,,employees
send_p-660008,2023-04-18 16:45:22+00:00,send package,Mahsa Bafrani,Warehousing,,,employees
reorder_i-880116,2023-04-18 17:00:28+00:00,reorder item,Benedikt Knopp,Warehousing,,,employees
create_p-660010,2023-04-18 17:30:06+00:00,create package,Nina Graves,Warehousing,,,employees
pick_i-880147,2023-04-18 17:30:06+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
send_p-660010,2023-04-18 17:30:41+00:00,send package,Gyunam Park,Shipment,,,employees
send_p-660010,2023-04-18 17:30:41+00:00,send package,Mahsa Bafrani,Warehousing,,,employees
pick_i-880140,2023-04-18 18:16:19+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
deliver_p-660008,2023-04-18 21:45:58+00:00,package delivered,Alessandro Berti,Shipment,,,employees
pick_i-880128,2023-04-19 08:57:36+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880127,2023-04-19 09:33:52+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880151,2023-04-19 10:10:10+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
deliver_p-660009,2023-04-19 10:22:59+00:00,package delivered,Majid Rafiei,Shipment,,,employees
pick_i-880150,2023-04-19 10:29:54+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880115,2023-04-19 10:38:33+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
pick_i-880120,2023-04-19 10:43:42+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880046,2023-04-19 10:57:16+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880117,2023-04-19 11:13:30+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
create_p-660011,2023-04-19 11:30:18+00:00,create package,Benedikt Knopp,Warehousing,,,employees
pick_i-880138,2023-04-19 11:30:18+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
pick_i-880155,2023-04-19 11:33:09+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
deliver_p-660010,2023-04-19 11:39:16+00:00,package delivered,Gyunam Park,Shipment,,,employees
pick_i-880146,2023-04-19 11:55:11+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
pick_i-880130,2023-04-19 12:16:15+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
pick_i-880149,2023-04-19 12:42:12+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
confirm_o-990035,2023-04-19 13:38:52+00:00,confirm order,Christine von Dobbert,Sales,,,employees
confirm_o-990034,2023-04-19 13:54:50+00:00,confirm order,Wil van der Aalst,Sales,,,employees
send_p-660011,2023-04-19 13:55:14+00:00,send package,Eduardo Goulart Rocha,Shipment,,,employees
send_p-660011,2023-04-19 13:55:14+00:00,send package,Marco Pegoraro,Warehousing,,,employees
pick_i-880007,2023-04-19 14:14:12+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880158,2023-04-19 14:44:04+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
confirm_o-990037,2023-04-19 15:03:35+00:00,confirm order,Christine von Dobbert,Sales,,,employees
confirm_o-990036,2023-04-19 15:35:19+00:00,confirm order,Christine von Dobbert,Sales,,,employees
pick_i-880102,2023-04-19 15:50:22+00:00,pick item,Nina Graves,Warehousing,,,employees
pick_i-880154,2023-04-19 15:50:27+00:00,pick item,Nina Graves,Warehousing,,,employees
out_of_stock_i-880152,2023-04-19 16:19:10+00:00,item out of stock,Christopher Schwanen,Warehousing,,,employees
out_of_stock_i-880141,2023-04-19 16:35:57+00:00,item out of stock,Detlef Wetzeler,Warehousing,,,employees
pick_i-880162,2023-04-19 16:41:08+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
