ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
place_o-990024,2023-04-13 09:09:49+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990022,2023-04-13 10:47:59+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990023,2023-04-13 11:26:39+00:00,confirm order,Riviera Robotics SAS,,,,customers
place_o-990025,2023-04-13 13:39:56+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990025,2023-04-13 16:07:55+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990026,2023-04-13 18:40:11+00:00,place order,Carpathian Financial Services plc,,,,customers
place_o-990027,2023-04-14 10:16:41+00:00,place order,Vesta Fashion House GmbH,,,,customers
confirm_o-990026,2023-04-14 10:56:07+00:00,confirm order,Carpathian Financial Services plc,,,,customers
confirm_o-990024,2023-04-14 11:13:33+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990028,2023-04-14 14:53:41+00:00,place order,Nordica Systems GmbH,,,,customers
place_o-990029,2023-04-14 20:21:40+00:00,place order,AlpenTech Innovations AG,,,,customers
place_o-990030,2023-04-17 02:45:08+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990030,2023-04-17 09:09:39+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990027,2023-04-17 10:00:16+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
confirm_o-990029,2023-04-17 10:35:32+00:00,confirm order,AlpenTech Innovations AG,,,,customers
place_o-990031,2023-04-17 13:03:58+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990032,2023-04-17 17:28:15+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990028,2023-04-17 19:14:29+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990033,2023-04-18 07:33:53+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990033,2023-04-18 11:07:33+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990034,2023-04-18 13:21:35+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990031,2023-04-18 16:35:49+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990035,2023-04-18 18:03:28+00:00,place order,Danube Pharmaceuticals BV,,,,customers
place_o-990036,2023-04-19 09:03:02+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990037,2023-04-19 13:26:23+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990035,2023-04-19 13:38:52+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990034,2023-04-19 13:54:50+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990037,2023-04-19 15:03:35+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990036,2023-04-19 15:35:19+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990038,2023-04-19 18:13:05+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990032,2023-04-19 22:17:22+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990039,2023-04-20 09:22:28+00:00,place order,SwissPeak Timepieces AG,,,,customers
place_o-990040,2023-04-20 14:05:15+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990039,2023-04-20 14:59:30+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990041,2023-04-20 18:30:49+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990042,2023-04-21 09:57:57+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990041,2023-04-21 10:11:42+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990038,2023-04-21 14:33:45+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
place_o-990043,2023-04-21 15:16:13+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990042,2023-04-21 17:21:37+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990044,2023-04-21 20:29:16+00:00,place order,Carpathian Financial Services plc,,,,customers
place_o-990045,2023-04-24 03:30:44+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990043,2023-04-24 09:24:09+00:00,confirm order,AlpenTech Innovations AG,,,,customers
confirm_o-990045,2023-04-24 11:09:11+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990046,2023-04-24 12:54:07+00:00,place order,Vesta Fashion House GmbH,,,,customers
confirm_o-990044,2023-04-24 13:40:32+00:00,confirm order,Carpathian Financial Services plc,,,,customers
place_o-990047,2023-04-24 18:08:33+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990047,2023-04-25 08:15:49+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990048,2023-04-25 09:13:25+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990049,2023-04-25 13:47:09+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990048,2023-04-25 14:34:04+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990050,2023-04-25 18:54:36+00:00,place order,Danube Pharmaceuticals BV,,,,customers
place_o-990051,2023-04-26 10:45:31+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990050,2023-04-26 12:08:51+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990046,2023-04-26 13:13:28+00:00,confirm order,Vesta Fashion House GmbH,,,,customers
place_o-990052,2023-04-26 15:51:21+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990051,2023-04-26 16:29:10+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990053,2023-04-26 22:14:41+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990053,2023-04-27 09:45:40+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990049,2023-04-27 10:32:53+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990054,2023-04-27 11:48:20+00:00,place order,Balkan Minerals d.o.o.,,,,customers
place_o-990055,2023-04-27 16:56:59+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990052,2023-04-27 17:18:16+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990056,2023-04-28 02:49:57+00:00,place order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990055,2023-04-28 10:36:57+00:00,confirm order,AlpenTech Innovations AG,,,,customers
place_o-990057,2023-04-28 13:09:15+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990057,2023-04-28 15:46:10+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
confirm_o-990056,2023-04-28 16:04:09+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
place_o-990058,2023-04-28 17:38:49+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990040,2023-04-28 18:57:43+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990059,2023-04-29 17:12:07+00:00,place order,Danube Pharmaceuticals BV,,,,customers
place_o-990060,2023-05-01 08:01:41+00:00,place order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990054,2023-05-01 08:59:18+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990061,2023-05-01 09:50:37+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990062,2023-05-01 11:59:20+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990061,2023-05-01 12:44:26+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990059,2023-05-01 13:15:45+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
place_o-990063,2023-05-01 14:16:46+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990060,2023-05-01 14:18:38+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
place_o-990064,2023-05-01 15:51:37+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990058,2023-05-01 16:07:16+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
confirm_o-990064,2023-05-01 17:04:00+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990065,2023-05-01 18:01:20+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
place_o-990066,2023-05-01 19:40:11+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990067,2023-05-01 22:56:34+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990063,2023-05-02 09:26:36+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990068,2023-05-02 09:41:19+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990066,2023-05-02 09:45:31+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990067,2023-05-02 10:28:45+00:00,confirm order,Celtica Green Farms Oy,,,,customers
confirm_o-990068,2023-05-02 11:23:12+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990069,2023-05-02 11:40:44+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990070,2023-05-02 13:39:33+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990069,2023-05-02 14:49:33+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990070,2023-05-02 15:21:16+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990071,2023-05-02 15:37:12+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990072,2023-05-02 17:32:29+00:00,place order,Balkan Minerals d.o.o.,,,,customers
place_o-990073,2023-05-02 19:23:04+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990062,2023-05-02 19:23:34+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990074,2023-05-02 22:22:19+00:00,place order,Balkan Minerals d.o.o.,,,,customers
place_o-990075,2023-05-03 08:32:50+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990074,2023-05-03 09:08:02+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990075,2023-05-03 09:59:40+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990071,2023-05-03 10:30:33+00:00,confirm order,Riviera Robotics SAS,,,,customers
place_o-990076,2023-05-03 10:37:20+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990076,2023-05-03 10:46:28+00:00,confirm order,AlpenTech Innovations AG,,,,customers
place_o-990077,2023-05-03 12:32:46+00:00,place order,Carpathian Financial Services plc,,,,customers
confirm_o-990072,2023-05-03 13:06:23+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990073,2023-05-03 13:39:23+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990077,2023-05-03 13:45:26+00:00,confirm order,Carpathian Financial Services plc,,,,customers
place_o-990078,2023-05-03 14:23:38+00:00,place order,Nordica Systems GmbH,,,,customers
confirm_o-990065,2023-05-03 14:51:29+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
place_o-990079,2023-05-03 16:05:21+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990079,2023-05-03 16:22:06+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990080,2023-05-03 17:28:48+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990078,2023-05-03 18:29:39+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990081,2023-05-03 19:15:41+00:00,place order,Danube Pharmaceuticals BV,,,,customers
place_o-990082,2023-05-03 22:07:34+00:00,place order,Nordica Systems GmbH,,,,customers
place_o-990083,2023-05-04 07:46:20+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990080,2023-05-04 09:21:14+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990084,2023-05-04 10:33:04+00:00,place order,Riviera Robotics SAS,,,,customers
place_o-990085,2023-05-04 12:24:13+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990083,2023-05-04 12:42:22+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990084,2023-05-04 13:44:12+00:00,confirm order,Riviera Robotics SAS,,,,customers
place_o-990086,2023-05-04 14:06:32+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990081,2023-05-04 15:01:59+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990082,2023-05-04 15:24:53+00:00,confirm order,Nordica Systems GmbH,,,,customers
place_o-990087,2023-05-04 15:31:10+00:00,place order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990085,2023-05-04 16:07:47+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990088,2023-05-04 17:20:25+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990086,2023-05-04 18:02:00+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990089,2023-05-04 18:58:56+00:00,place order,Balkan Minerals d.o.o.,,,,customers
place_o-990090,2023-05-04 22:32:59+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990091,2023-05-05 08:54:09+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990091,2023-05-05 10:06:50+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990089,2023-05-05 10:22:53+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990092,2023-05-05 11:09:20+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990093,2023-05-05 12:36:45+00:00,place order,SwissPeak Timepieces AG,,,,customers
place_o-990094,2023-05-05 14:31:36+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990090,2023-05-05 15:28:42+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990094,2023-05-05 16:02:54+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
place_o-990095,2023-05-05 16:21:18+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990095,2023-05-05 16:35:31+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990096,2023-05-05 18:00:41+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990097,2023-05-05 19:38:14+00:00,place order,Celtica Green Farms Oy,,,,customers
place_o-990098,2023-05-05 22:52:40+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990099,2023-05-06 20:05:12+00:00,place order,Balkan Minerals d.o.o.,,,,customers
place_o-990100,2023-05-07 19:24:17+00:00,place order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990099,2023-05-08 08:24:37+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990101,2023-05-08 09:01:42+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990087,2023-05-08 09:32:48+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
place_o-990102,2023-05-08 10:21:30+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990093,2023-05-08 10:29:11+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
confirm_o-990092,2023-05-08 10:31:12+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990097,2023-05-08 10:40:02+00:00,confirm order,Celtica Green Farms Oy,,,,customers
confirm_o-990098,2023-05-08 11:57:01+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990103,2023-05-08 12:01:05+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990100,2023-05-08 12:16:47+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990101,2023-05-08 12:24:31+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990104,2023-05-08 13:20:16+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990088,2023-05-08 13:44:21+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990105,2023-05-08 14:58:38+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990103,2023-05-08 15:20:17+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
place_o-990106,2023-05-08 17:15:21+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990107,2023-05-08 18:48:48+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
place_o-990108,2023-05-08 22:02:35+00:00,place order,Balkan Minerals d.o.o.,,,,customers
place_o-990109,2023-05-09 07:16:27+00:00,place order,Nordica Systems GmbH,,,,customers
place_o-990110,2023-05-09 10:00:11+00:00,place order,SwissPeak Timepieces AG,,,,customers
confirm_o-990106,2023-05-09 10:13:28+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990108,2023-05-09 10:21:45+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990102,2023-05-09 10:36:58+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990111,2023-05-09 11:18:28+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
confirm_o-990110,2023-05-09 11:42:46+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
place_o-990112,2023-05-09 12:55:01+00:00,place order,Riviera Robotics SAS,,,,customers
confirm_o-990096,2023-05-09 14:20:13+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990111,2023-05-09 15:06:45+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
place_o-990113,2023-05-09 15:08:08+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990105,2023-05-09 15:30:39+00:00,confirm order,Celtica Green Farms Oy,,,,customers
confirm_o-990107,2023-05-09 16:06:19+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
place_o-990114,2023-05-09 16:34:22+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990115,2023-05-09 18:26:49+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990116,2023-05-09 20:56:38+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990117,2023-05-10 02:40:45+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990118,2023-05-10 09:56:55+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990112,2023-05-10 10:22:10+00:00,confirm order,Riviera Robotics SAS,,,,customers
confirm_o-990104,2023-05-10 11:26:39+00:00,confirm order,AlpenTech Innovations AG,,,,customers
confirm_o-990115,2023-05-10 11:58:49+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990119,2023-05-10 12:11:56+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990119,2023-05-10 13:31:22+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
place_o-990120,2023-05-10 13:41:57+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990109,2023-05-10 14:32:30+00:00,confirm order,Nordica Systems GmbH,,,,customers
confirm_o-990114,2023-05-10 15:02:17+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
place_o-990121,2023-05-10 15:42:00+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
place_o-990122,2023-05-10 17:42:06+00:00,place order,Balkan Minerals d.o.o.,,,,customers
confirm_o-990121,2023-05-10 18:29:10+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
confirm_o-990116,2023-05-10 19:39:01+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990123,2023-05-10 19:42:29+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990120,2023-05-10 21:41:45+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990124,2023-05-10 23:01:09+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990113,2023-05-11 08:37:09+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990125,2023-05-11 08:49:34+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990123,2023-05-11 10:53:24+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
confirm_o-990122,2023-05-11 10:56:13+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
place_o-990126,2023-05-11 11:02:27+00:00,place order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990117,2023-05-11 11:26:20+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990124,2023-05-11 11:58:44+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990127,2023-05-11 12:22:59+00:00,place order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990125,2023-05-11 12:42:01+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990128,2023-05-11 14:04:04+00:00,place order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990126,2023-05-11 14:16:53+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
confirm_o-990127,2023-05-11 14:31:37+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
confirm_o-990128,2023-05-11 14:51:25+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
place_o-990129,2023-05-11 15:26:14+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
confirm_o-990129,2023-05-11 15:35:09+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990130,2023-05-11 17:10:33+00:00,place order,Celtica Green Farms Oy,,,,customers
confirm_o-990118,2023-05-11 17:33:51+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
place_o-990131,2023-05-11 18:39:12+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990132,2023-05-11 21:33:47+00:00,place order,Celtica Green Farms Oy,,,,customers
place_o-990133,2023-05-12 05:23:39+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990133,2023-05-12 08:37:58+00:00,confirm order,AlpenTech Innovations AG,,,,customers
confirm_o-990130,2023-05-12 09:24:27+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990134,2023-05-12 09:56:06+00:00,place order,AlpenTech Innovations AG,,,,customers
confirm_o-990132,2023-05-12 11:03:43+00:00,confirm order,Celtica Green Farms Oy,,,,customers
place_o-990135,2023-05-12 12:10:18+00:00,place order,Iberian Sun Solaridades SA,,,,customers
place_o-990136,2023-05-12 13:38:41+00:00,place order,Carpathian Financial Services plc,,,,customers
place_o-990137,2023-05-12 15:35:28+00:00,place order,Carpathian Financial Services plc,,,,customers
place_o-990138,2023-05-12 17:29:02+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
confirm_o-990136,2023-05-12 17:36:37+00:00,confirm order,Carpathian Financial Services plc,,,,customers
confirm_o-990131,2023-05-12 18:26:18+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990139,2023-05-12 19:16:09+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
place_o-990140,2023-05-12 22:08:30+00:00,place order,Vesta Fashion House GmbH,,,,customers
place_o-990141,2023-05-13 15:33:56+00:00,place order,Nordica Systems GmbH,,,,customers
place_o-990142,2023-05-14 15:44:48+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
place_o-990143,2023-05-15 08:24:33+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
